Simulation,Fees,Delta (%)
0,3340.0,0.0
1,4690.0,40.41916167664671
2,6130.0,83.53293413173652
3,5130.0,53.59281437125748
4,3000.0,-10.179640718562874
5,4320.0,29.34131736526946
6,9036.0,170.53892215568862
7,4690.0,40.41916167664671
8,3240.0,-2.9940119760479043
9,2420.0,-27.54491017964072
10,5240.0,56.886227544910184
