Simulation,Fees,Delta (%)
0,6908.0,0.0
1,10482.0,51.73711638679791
2,7253.0,4.994209612044007
3,205161.0,2869.904458598726
4,305952.0,4328.951939779965
5,6318.0,-8.54082223508975
6,221429.0,3105.3995367689636
7,5871.0,-15.011580775911987
8,7193.0,4.12565141864505
9,18971.0,174.62362478286045
10,8059.0,16.661841343370007
