Simulation,Fees,Delta (%)
0,6060.0,0.0
1,12050.0,98.84488448844884
2,7070.0,16.666666666666664
3,9990.0,64.85148514851485
4,7070.0,16.666666666666664
5,22127.0,265.13201320132015
6,7992.0,31.88118811881188
7,21978.0,262.6732673267327
8,18180.0,200.0
9,9090.0,50.0
10,12120.0,100.0
