Simulation,Fees,Delta (%)
0,1401.0,0.0
1,833.0,-40.542469664525335
2,13100.0,835.0463954318345
3,3800.0,171.2348322626695
4,15440.0,1002.0699500356887
5,1920.0,37.04496788008566
6,1834.0,30.906495360456816
7,1960.0,39.90007137758744
8,1253.0,-10.563882940756603
9,3272.0,133.54746609564597
10,891.0,-36.402569593147746
