Simulation,Fees,Delta (%)
0,0.0,0.0
1,760.0,inf
2,6440.0,inf
3,9800.0,inf
4,2400.0,inf
5,1410.0,inf
6,1560.0,inf
7,6720.0,inf
8,12960.0,inf
9,800.0,inf
10,6480.0,inf
