Simulation,Fees,Delta (%)
0,0.0,0.0
1,249496.0,inf
2,37716.0,inf
3,169866.0,inf
4,32001.0,inf
5,157560.0,inf
6,96210.0,inf
7,255603.0,inf
8,102964.0,inf
9,112900.0,inf
10,91590.0,inf
