Simulation,Fees,Delta (%)
0,1010.0,0.0
1,1181.0,16.930693069306933
2,15260.0,1410.8910891089108
3,990.0,-1.9801980198019802
4,3210.0,217.82178217821783
5,16020.0,1486.1386138613861
6,4340.0,329.7029702970297
7,6100.0,503.96039603960395
8,7040.0,597.0297029702971
9,70.0,-93.06930693069307
10,3500.0,246.53465346534654
