Simulation,Fees,Delta (%)
0,0.0,0.0
1,0.0,
2,0.0,
3,0.0,
4,0.0,
5,0.0,
6,1680.0,inf
7,2620.0,inf
8,1876.0,inf
9,106620.0,inf
10,0.0,
