Simulation,Fees,Delta (%)
0,4140.0,0.0
1,3210.0,-22.463768115942027
2,4500.0,8.695652173913043
3,11534.0,178.59903381642513
4,4320.0,4.3478260869565215
5,4950.0,19.565217391304348
6,3530.0,-14.734299516908212
7,4770.0,15.217391304347828
8,9280.0,124.15458937198068
9,9940.0,140.09661835748793
10,4330.0,4.5893719806763285
