Simulation,Fees,Delta (%)
0,0.0,0.0
1,12600.0,inf
2,9760.0,inf
3,94080.0,inf
4,66690.0,inf
5,13440.0,inf
6,16400.0,inf
7,21680.0,inf
8,128570.0,inf
9,25830.0,inf
10,13300.0,inf
