Simulation,Fees,Delta (%)
0,5050.0,0.0
1,2770.0,-45.14851485148515
2,2240.0,-55.64356435643565
3,610.0,-87.92079207920793
4,630.0,-87.52475247524752
5,4800.0,-4.9504950495049505
6,548.0,-89.14851485148515
7,3320.0,-34.25742574257426
8,5840.0,15.643564356435643
9,11440.0,126.53465346534654
10,7840.0,55.24752475247525
