node,total_fee,capacity,routed_payments,ratio
033f09f5ae51c101debed97a7a7317fc5e91a2041bf9ee17079856c2d4005872e1,40,42628860,2,9.383314496329481e-07
02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,0,65355644,4,0.0
0299797daa21faa6e4151517b286c41d4c7a8cb21fbfba59ca3bcd21a9f8392bd4,6090,1392092628,23,4.374708893293558e-06
033d9e73a183c9714545f292875fb90c4372bddc9c2cc302b265d15e7969a5ed60,7410,1265118589,33,5.857158423272524e-06
026165850492521f4ac8abd9bd8088123446d126f648ca35e60f88177dc149ceb2,38029,1870896733,99,2.0326616284705436e-05
03dc686001f9b1ff700dfb8917df70268e1919433a535e1fb0767c19223509ab57,29989,2673546034,100,1.1216937961278433e-05
024bfaf0cabe7f874fd33ebf7c6f4e5385971fc504ef3f492432e9e3ec77e1b5cf,139573,4778207452,496,2.9210326550719214e-05
02789a937b21d46a4d0fda71f756aa25639ab995ef867704ebcbc5551cb943be80,10,89335991,2,1.119369683826533e-07
03037dc08e9ac63b82581f79b662a4d0ceca8a8ca162b1af3551595b8f2d97b70a,76507,16790679564,371,4.556515994982989e-06
03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,578,2909684733,3,1.9864695080008175e-07
02aace31b8120e29cfc29d991b63fe8614cddd3fbf6148431cc3a68932c363ed29,4040,259435297,4,1.5572283520079382e-05
020fbf0a7cbe80ef61de8f12ff53a653ac0e48be287de00e1c4b784486be5c1cf2,17360,878339803,17,1.9764560299677093e-05
03f3b0ff236bca0cc9cb2c4550ba358462a4892349382e695c538f3e891a6639e5,10,643496996,3,1.5540088084575923e-08
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,876,1490701102,20,5.876429545968095e-07
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,123001,1137228837,53,0.00010815853063001427
03a121848cf24eec9ff5bf0fc0b2212965ec1be10a0520b59db9e23b76bd1f8067,0,81300000,4,0.0
033d631908f96640e8a8d376e62a4cfdc736172249b57a3f92f67f62250c9691dd,0,35207347,2,0.0
039174f846626c6053ba80f5443d0db33da384f1dde135bf7080ba1eec465019c3,0,297512914,71,0.0
033d8656219478701227199cbd6f670335c8d408a92ae88b962c49d4dc0e83e025,287391,38081460479,93,7.546743123428305e-06
02e4971e61a3f55718ae31e2eed19aaf2e32caf3eb5ef5ff03e01aa3ada8907e78,86410,4082281766,110,2.116708374215637e-05
03fd105d7df6595d5a36f016b8ff9ca74e5474e29593c4bba85f4d7ad4663bc5ee,14780,136601423,8,0.0001081979943942458
03cde60a6323f7122d5178255766e38114b4722ede08f7c9e0c5df9b912cc201d6,59850,20752060631,82,2.8840509414566e-06
027f75974fbe3f2f809899aea661c034a61ef03ad264fd3f2eb77ce32f0f8ab6a1,3030,42015517,3,7.211621363602404e-05
02584a68b60caf391e6147d0199ee6d1db73abc3d4fb3206e9b99178458d29b859,0,100391481,1,0.0
031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,86922,1128072515,47,7.705355714654568e-05
