Simulation,Fees,Delta (%)
0,6030.0,0.0
1,0.0,-100.0
2,13220.0,119.23714759535655
3,10540.0,74.7927031509121
4,209.0,-96.53399668325041
5,465.0,-92.28855721393035
6,8990.0,49.08789386401327
7,10990.0,82.25538971807629
8,336.0,-94.42786069651741
9,7362.0,22.08955223880597
10,11394.0,88.95522388059702
