Simulation,Fees,Delta (%)
0,510.0,0.0
1,1963.0,284.90196078431376
2,711.0,39.411764705882355
3,500.0,-1.9607843137254901
4,0.0,-100.0
5,750.0,47.05882352941176
6,1751.0,243.33333333333331
7,400.0,-21.568627450980394
8,360.0,-29.411764705882355
9,672.0,31.76470588235294
10,853.0,67.25490196078432
