Simulation,Fees,Delta (%)
0,698885.0,0.0
1,224830.0,-67.83018665445674
2,226401.0,-67.60540003004786
3,436190.0,-37.58772902551922
4,87629.0,-87.46159954785122
5,132157.0,-81.09030813367006
6,507696.0,-27.35628894596393
7,518424.0,-25.82127245541112
8,828390.0,18.5302302953991
9,468457.0,-32.970803494137094
10,198615.0,-71.58116142140696
