Simulation,Fees,Delta (%)
0,551.0,0.0
1,500.0,-9.25589836660617
2,530.0,-3.8112522686025407
3,460.0,-16.515426497277677
4,19996.0,3529.038112522686
5,1093.0,98.36660617059891
6,16551.0,2903.8112522686024
7,991.0,79.85480943738656
8,362.0,-34.30127041742287
9,1631.0,196.00725952813067
10,604.0,9.618874773139746
