Simulation,Fees,Delta (%)
0,1320.0,0.0
1,1540.0,16.666666666666664
2,1640.0,24.242424242424242
3,1390.0,5.303030303030303
4,1700.0,28.78787878787879
5,1790.0,35.60606060606061
6,1430.0,8.333333333333332
7,2008.0,52.121212121212125
8,1680.0,27.27272727272727
9,1590.0,20.454545454545457
10,2130.0,61.36363636363637
