Simulation,Fees,Delta (%)
0,610.0,0.0
1,0.0,-100.0
2,0.0,-100.0
3,23840.0,3808.196721311475
4,1444.0,136.72131147540983
5,1455.0,138.52459016393445
6,55171.0,8944.426229508197
7,21595.0,3440.1639344262294
8,0.0,-100.0
9,33449.0,5383.44262295082
10,0.0,-100.0
