Simulation,Fees,Delta (%)
0,0.0,0.0
1,10520.0,inf
2,21060.0,inf
3,15680.0,inf
4,7730.0,inf
5,19320.0,inf
6,198604.0,inf
7,67470.0,inf
8,2660.0,inf
9,74480.0,inf
10,57640.0,inf
