Simulation,Fees,Delta (%)
0,3600.0,0.0
1,12108.0,236.33333333333331
2,123.0,-96.58333333333333
3,162.0,-95.5
4,8470.0,135.27777777777777
5,9240.0,156.66666666666666
6,360.0,-90.0
7,4500.0,25.0
8,11611.0,222.5277777777778
9,8870.0,146.38888888888889
10,6430.0,78.61111111111111
